datetime_beginning_utc,datetime_beginning_ept,locale,service,mcp,mcp_capped,reg_ccp,reg_pcp,as_req_mw,total_mw,as_mw,ss_mw,tier1_mw,ircmwt2,dsr_as_mw,nsr_mw,regd_mw
9/2/2022 1:20:00 PM,9/2/2022 9:20:00 AM,PJM_RTO,REG,104.48,104.48,103.28,1.20,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:25:00 PM,9/2/2022 9:25:00 AM,PJM_RTO,REG,85.57,85.57,84.22,1.35,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:30:00 PM,9/2/2022 9:30:00 AM,PJM_RTO,REG,100.57,100.57,99.47,1.10,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:35:00 PM,9/2/2022 9:35:00 AM,PJM_RTO,REG,99.02,99.02,98.10,0.92,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:40:00 PM,9/2/2022 9:40:00 AM,PJM_RTO,REG,97.34,97.34,97.24,0.11,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:45:00 PM,9/2/2022 9:45:00 AM,PJM_RTO,REG,96.79,96.79,96.79,0.01,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:50:00 PM,9/2/2022 9:50:00 AM,PJM_RTO,REG,95.48,95.48,95.34,0.14,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 1:55:00 PM,9/2/2022 9:55:00 AM,PJM_RTO,REG,87.07,87.07,86.35,0.72,525.00,525.90,525.90,284.40,0.00,0.00,57.10,,174.70
9/2/2022 2:00:00 PM,9/2/2022 10:00:00 AM,PJM_RTO,REG,19.11,19.11,18.29,0.82,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:05:00 PM,9/2/2022 10:05:00 AM,PJM_RTO,REG,15.07,15.07,14.59,0.48,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:10:00 PM,9/2/2022 10:10:00 AM,PJM_RTO,REG,17.96,17.96,17.96,0.00,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:15:00 PM,9/2/2022 10:15:00 AM,PJM_RTO,REG,20.48,20.48,19.76,0.72,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:20:00 PM,9/2/2022 10:20:00 AM,PJM_RTO,REG,23.07,23.07,22.47,0.59,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:25:00 PM,9/2/2022 10:25:00 AM,PJM_RTO,REG,16.27,16.27,15.57,0.71,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:30:00 PM,9/2/2022 10:30:00 AM,PJM_RTO,REG,17.57,17.57,17.10,0.47,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:35:00 PM,9/2/2022 10:35:00 AM,PJM_RTO,REG,16.98,16.98,16.69,0.30,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:40:00 PM,9/2/2022 10:40:00 AM,PJM_RTO,REG,14.16,14.16,13.84,0.32,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:45:00 PM,9/2/2022 10:45:00 AM,PJM_RTO,REG,15.09,15.09,14.07,1.01,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:50:00 PM,9/2/2022 10:50:00 AM,PJM_RTO,REG,17.30,17.30,16.52,0.78,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 2:55:00 PM,9/2/2022 10:55:00 AM,PJM_RTO,REG,15.15,15.15,14.72,0.44,525.00,525.00,525.00,295.40,0.00,0.00,37.90,,170.20
9/2/2022 3:00:00 PM,9/2/2022 11:00:00 AM,PJM_RTO,REG,12.75,12.75,12.75,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:05:00 PM,9/2/2022 11:05:00 AM,PJM_RTO,REG,12.75,12.75,12.75,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:10:00 PM,9/2/2022 11:10:00 AM,PJM_RTO,REG,12.75,12.75,12.75,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:15:00 PM,9/2/2022 11:15:00 AM,PJM_RTO,REG,15.32,15.32,15.32,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:20:00 PM,9/2/2022 11:20:00 AM,PJM_RTO,REG,13.71,13.71,13.71,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:25:00 PM,9/2/2022 11:25:00 AM,PJM_RTO,REG,63.87,63.87,63.87,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:30:00 PM,9/2/2022 11:30:00 AM,PJM_RTO,REG,65.83,65.83,65.83,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:35:00 PM,9/2/2022 11:35:00 AM,PJM_RTO,REG,58.93,58.93,58.93,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:40:00 PM,9/2/2022 11:40:00 AM,PJM_RTO,REG,59.79,59.79,59.79,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:45:00 PM,9/2/2022 11:45:00 AM,PJM_RTO,REG,58.74,58.74,58.74,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:50:00 PM,9/2/2022 11:50:00 AM,PJM_RTO,REG,52.72,52.72,52.72,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 3:55:00 PM,9/2/2022 11:55:00 AM,PJM_RTO,REG,39.52,39.52,39.52,0.00,525.00,525.00,525.00,268.20,0.00,0.00,29.50,,161.20
9/2/2022 4:00:00 PM,9/2/2022 12:00:00 PM,PJM_RTO,REG,14.94,14.94,14.94,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:05:00 PM,9/2/2022 12:05:00 PM,PJM_RTO,REG,7.77,7.77,7.77,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:10:00 PM,9/2/2022 12:10:00 PM,PJM_RTO,REG,8.09,8.09,8.09,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:15:00 PM,9/2/2022 12:15:00 PM,PJM_RTO,REG,6.42,6.42,6.42,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:20:00 PM,9/2/2022 12:20:00 PM,PJM_RTO,REG,5.66,5.66,5.66,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:25:00 PM,9/2/2022 12:25:00 PM,PJM_RTO,REG,5.55,5.55,5.55,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:30:00 PM,9/2/2022 12:30:00 PM,PJM_RTO,REG,6.62,6.62,6.62,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:35:00 PM,9/2/2022 12:35:00 PM,PJM_RTO,REG,61.40,61.40,61.40,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:40:00 PM,9/2/2022 12:40:00 PM,PJM_RTO,REG,32.62,32.62,32.62,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:45:00 PM,9/2/2022 12:45:00 PM,PJM_RTO,REG,15.54,15.54,15.54,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:50:00 PM,9/2/2022 12:50:00 PM,PJM_RTO,REG,11.82,11.82,11.82,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 4:55:00 PM,9/2/2022 12:55:00 PM,PJM_RTO,REG,12.49,12.49,12.49,0.00,525.00,525.00,525.00,267.50,0.00,0.00,29.30,,160.10
9/2/2022 5:00:00 PM,9/2/2022 1:00:00 PM,PJM_RTO,REG,55.64,55.64,55.37,0.27,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:05:00 PM,9/2/2022 1:05:00 PM,PJM_RTO,REG,62.84,62.84,62.11,0.73,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:10:00 PM,9/2/2022 1:10:00 PM,PJM_RTO,REG,64.58,64.58,64.51,0.07,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:15:00 PM,9/2/2022 1:15:00 PM,PJM_RTO,REG,54.08,54.08,54.00,0.09,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:20:00 PM,9/2/2022 1:20:00 PM,PJM_RTO,REG,35.61,35.61,35.47,0.14,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:25:00 PM,9/2/2022 1:25:00 PM,PJM_RTO,REG,44.44,44.44,44.23,0.22,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:30:00 PM,9/2/2022 1:30:00 PM,PJM_RTO,REG,35.60,35.60,35.25,0.35,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:35:00 PM,9/2/2022 1:35:00 PM,PJM_RTO,REG,25.94,25.94,25.46,0.48,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:40:00 PM,9/2/2022 1:40:00 PM,PJM_RTO,REG,23.15,23.15,22.88,0.27,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:45:00 PM,9/2/2022 1:45:00 PM,PJM_RTO,REG,35.51,35.51,34.91,0.59,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:50:00 PM,9/2/2022 1:50:00 PM,PJM_RTO,REG,35.65,35.65,35.16,0.49,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 5:55:00 PM,9/2/2022 1:55:00 PM,PJM_RTO,REG,45.55,45.55,45.28,0.26,525.00,525.20,525.20,345.40,0.00,0.00,37.50,,171.60
9/2/2022 6:00:00 PM,9/2/2022 2:00:00 PM,PJM_RTO,REG,74.88,74.88,74.88,0.00,525.00,526.50,526.50,366.30,0.00,0.00,60.90,,174.20
9/2/2022 6:05:00 PM,9/2/2022 2:05:00 PM,PJM_RTO,REG,62.16,62.16,61.16,1.00,525.00,526.50,526.50,366.30,0.00,0.00,60.90,,174.20
9/2/2022 6:10:00 PM,9/2/2022 2:10:00 PM,PJM_RTO,REG,58.92,58.92,57.99,0.94,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:15:00 PM,9/2/2022 2:15:00 PM,PJM_RTO,REG,46.67,46.67,45.98,0.69,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:20:00 PM,9/2/2022 2:20:00 PM,PJM_RTO,REG,54.36,54.36,53.40,0.96,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:25:00 PM,9/2/2022 2:25:00 PM,PJM_RTO,REG,43.82,43.82,43.28,0.53,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:30:00 PM,9/2/2022 2:30:00 PM,PJM_RTO,REG,61.79,61.79,61.75,0.04,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:35:00 PM,9/2/2022 2:35:00 PM,PJM_RTO,REG,58.89,58.89,58.87,0.02,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:40:00 PM,9/2/2022 2:40:00 PM,PJM_RTO,REG,69.94,69.94,69.94,0.01,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:45:00 PM,9/2/2022 2:45:00 PM,PJM_RTO,REG,69.81,69.81,69.81,0.00,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:50:00 PM,9/2/2022 2:50:00 PM,PJM_RTO,REG,63.45,63.45,62.92,0.53,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 6:55:00 PM,9/2/2022 2:55:00 PM,PJM_RTO,REG,59.95,59.95,58.92,1.03,525.00,526.20,526.20,365.60,0.00,0.00,61.00,,173.60
9/2/2022 7:00:00 PM,9/2/2022 3:00:00 PM,PJM_RTO,REG,7.40,7.40,7.40,0.00,525.00,527.90,527.90,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:05:00 PM,9/2/2022 3:05:00 PM,PJM_RTO,REG,9.48,9.48,9.48,0.00,525.00,527.90,527.90,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:10:00 PM,9/2/2022 3:10:00 PM,PJM_RTO,REG,6.71,6.71,6.71,0.00,525.00,527.90,527.90,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:15:00 PM,9/2/2022 3:15:00 PM,PJM_RTO,REG,15.95,15.95,15.95,0.00,525.00,527.90,527.90,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:20:00 PM,9/2/2022 3:20:00 PM,PJM_RTO,REG,53.95,53.95,53.95,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:25:00 PM,9/2/2022 3:25:00 PM,PJM_RTO,REG,24.10,24.10,24.10,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:30:00 PM,9/2/2022 3:30:00 PM,PJM_RTO,REG,55.12,55.12,55.12,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:35:00 PM,9/2/2022 3:35:00 PM,PJM_RTO,REG,129.70,129.70,129.70,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:40:00 PM,9/2/2022 3:40:00 PM,PJM_RTO,REG,26.50,26.50,26.50,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:45:00 PM,9/2/2022 3:45:00 PM,PJM_RTO,REG,9.11,9.11,9.11,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:50:00 PM,9/2/2022 3:50:00 PM,PJM_RTO,REG,8.73,8.73,8.73,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 7:55:00 PM,9/2/2022 3:55:00 PM,PJM_RTO,REG,21.88,21.88,21.88,0.00,525.00,508.60,508.60,290.00,0.00,0.00,60.40,,173.20
9/2/2022 8:00:00 PM,9/2/2022 4:00:00 PM,PJM_RTO,REG,64.44,64.44,54.37,10.07,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:05:00 PM,9/2/2022 4:05:00 PM,PJM_RTO,REG,76.31,76.31,67.87,8.44,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:10:00 PM,9/2/2022 4:10:00 PM,PJM_RTO,REG,70.09,70.09,65.89,4.20,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:15:00 PM,9/2/2022 4:15:00 PM,PJM_RTO,REG,69.92,69.92,64.48,5.44,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:20:00 PM,9/2/2022 4:20:00 PM,PJM_RTO,REG,61.25,61.25,56.96,4.28,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:25:00 PM,9/2/2022 4:25:00 PM,PJM_RTO,REG,47.29,47.29,45.36,1.93,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:30:00 PM,9/2/2022 4:30:00 PM,PJM_RTO,REG,51.22,51.22,50.61,0.61,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:35:00 PM,9/2/2022 4:35:00 PM,PJM_RTO,REG,53.98,53.98,52.31,1.67,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:40:00 PM,9/2/2022 4:40:00 PM,PJM_RTO,REG,47.37,47.37,43.60,3.77,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:45:00 PM,9/2/2022 4:45:00 PM,PJM_RTO,REG,47.10,47.10,44.99,2.11,525.00,524.50,524.50,315.40,0.00,0.00,37.60,,172.60
9/2/2022 8:50:00 PM,9/2/2022 4:50:00 PM,PJM_RTO,REG,47.53,47.53,44.76,2.77,525.00,522.80,522.80,313.60,0.00,0.00,37.60,,172.60
9/2/2022 8:55:00 PM,9/2/2022 4:55:00 PM,PJM_RTO,REG,68.80,68.80,64.51,4.29,525.00,522.80,522.80,313.60,0.00,0.00,37.60,,172.60
9/2/2022 9:00:00 PM,9/2/2022 5:00:00 PM,PJM_RTO,REG,32.29,32.29,31.88,0.41,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:05:00 PM,9/2/2022 5:05:00 PM,PJM_RTO,REG,46.25,46.25,46.04,0.22,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:10:00 PM,9/2/2022 5:10:00 PM,PJM_RTO,REG,59.21,59.21,58.82,0.38,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:15:00 PM,9/2/2022 5:15:00 PM,PJM_RTO,REG,98.15,98.15,97.85,0.30,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:20:00 PM,9/2/2022 5:20:00 PM,PJM_RTO,REG,214.99,214.99,214.58,0.41,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:25:00 PM,9/2/2022 5:25:00 PM,PJM_RTO,REG,144.94,144.94,144.67,0.27,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:30:00 PM,9/2/2022 5:30:00 PM,PJM_RTO,REG,10.59,10.59,9.71,0.88,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:35:00 PM,9/2/2022 5:35:00 PM,PJM_RTO,REG,19.90,19.90,19.90,0.00,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:40:00 PM,9/2/2022 5:40:00 PM,PJM_RTO,REG,13.87,13.87,13.62,0.25,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:45:00 PM,9/2/2022 5:45:00 PM,PJM_RTO,REG,10.03,10.03,9.71,0.32,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:50:00 PM,9/2/2022 5:50:00 PM,PJM_RTO,REG,10.79,10.79,9.71,1.08,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 9:55:00 PM,9/2/2022 5:55:00 PM,PJM_RTO,REG,45.00,45.00,44.41,0.60,800.00,798.20,798.20,333.50,0.00,0.00,65.70,,195.30
9/2/2022 10:00:00 PM,9/2/2022 6:00:00 PM,PJM_RTO,REG,28.28,28.28,26.81,1.47,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:05:00 PM,9/2/2022 6:05:00 PM,PJM_RTO,REG,29.39,29.39,26.81,2.58,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:10:00 PM,9/2/2022 6:10:00 PM,PJM_RTO,REG,64.43,64.43,61.78,2.65,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:15:00 PM,9/2/2022 6:15:00 PM,PJM_RTO,REG,68.08,68.08,63.12,4.96,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:20:00 PM,9/2/2022 6:20:00 PM,PJM_RTO,REG,39.47,39.47,37.78,1.69,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:25:00 PM,9/2/2022 6:25:00 PM,PJM_RTO,REG,32.10,32.10,28.98,3.13,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:30:00 PM,9/2/2022 6:30:00 PM,PJM_RTO,REG,35.59,35.59,33.06,2.53,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:35:00 PM,9/2/2022 6:35:00 PM,PJM_RTO,REG,32.20,32.20,26.81,5.40,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:40:00 PM,9/2/2022 6:40:00 PM,PJM_RTO,REG,43.76,43.76,40.20,3.56,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:45:00 PM,9/2/2022 6:45:00 PM,PJM_RTO,REG,38.03,38.03,33.92,4.11,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:50:00 PM,9/2/2022 6:50:00 PM,PJM_RTO,REG,529.11,529.11,524.78,4.34,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 10:55:00 PM,9/2/2022 6:55:00 PM,PJM_RTO,REG,522.66,522.66,520.03,2.63,800.00,800.00,800.00,332.80,0.00,0.00,66.30,,196.00
9/2/2022 11:00:00 PM,9/2/2022 7:00:00 PM,PJM_RTO,REG,523.55,523.55,523.55,0.00,800.00,814.90,814.90,336.10,0.00,0.00,69.40,,177.10
9/2/2022 11:05:00 PM,9/2/2022 7:05:00 PM,PJM_RTO,REG,523.74,523.74,523.74,0.00,800.00,814.90,814.90,336.10,0.00,0.00,69.40,,177.10
9/2/2022 11:10:00 PM,9/2/2022 7:10:00 PM,PJM_RTO,REG,520.94,520.94,520.94,0.00,800.00,814.90,814.90,336.10,0.00,0.00,69.40,,177.10
9/2/2022 11:15:00 PM,9/2/2022 7:15:00 PM,PJM_RTO,REG,517.82,517.82,517.82,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:20:00 PM,9/2/2022 7:20:00 PM,PJM_RTO,REG,510.65,510.65,510.65,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:25:00 PM,9/2/2022 7:25:00 PM,PJM_RTO,REG,509.64,509.64,509.64,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:30:00 PM,9/2/2022 7:30:00 PM,PJM_RTO,REG,506.33,506.33,506.33,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:35:00 PM,9/2/2022 7:35:00 PM,PJM_RTO,REG,513.94,513.94,513.94,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:40:00 PM,9/2/2022 7:40:00 PM,PJM_RTO,REG,510.88,510.88,510.88,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:45:00 PM,9/2/2022 7:45:00 PM,PJM_RTO,REG,511.75,511.75,511.75,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:50:00 PM,9/2/2022 7:50:00 PM,PJM_RTO,REG,525.73,525.73,525.73,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/2/2022 11:55:00 PM,9/2/2022 7:55:00 PM,PJM_RTO,REG,528.70,528.70,528.70,0.00,800.00,812.60,812.60,336.50,0.00,0.00,69.60,,175.10
9/3/2022 12:00:00 AM,9/2/2022 8:00:00 PM,PJM_RTO,REG,46.71,46.71,46.40,0.31,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:05:00 AM,9/2/2022 8:05:00 PM,PJM_RTO,REG,199.47,199.47,198.31,1.16,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:10:00 AM,9/2/2022 8:10:00 PM,PJM_RTO,REG,110.48,110.48,110.48,0.00,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:15:00 AM,9/2/2022 8:15:00 PM,PJM_RTO,REG,113.22,113.22,113.22,0.00,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:20:00 AM,9/2/2022 8:20:00 PM,PJM_RTO,REG,43.40,43.40,41.99,1.41,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:25:00 AM,9/2/2022 8:25:00 PM,PJM_RTO,REG,35.24,35.24,34.09,1.15,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:30:00 AM,9/2/2022 8:30:00 PM,PJM_RTO,REG,47.37,47.37,46.58,0.79,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:35:00 AM,9/2/2022 8:35:00 PM,PJM_RTO,REG,55.90,55.90,55.47,0.44,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:40:00 AM,9/2/2022 8:40:00 PM,PJM_RTO,REG,58.83,58.83,58.43,0.40,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:45:00 AM,9/2/2022 8:45:00 PM,PJM_RTO,REG,17.58,17.58,17.02,0.56,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:50:00 AM,9/2/2022 8:50:00 PM,PJM_RTO,REG,26.36,26.36,25.50,0.86,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 12:55:00 AM,9/2/2022 8:55:00 PM,PJM_RTO,REG,17.42,17.42,17.01,0.42,800.00,812.60,812.60,289.40,0.00,0.00,70.40,,175.20
9/3/2022 1:00:00 AM,9/2/2022 9:00:00 PM,PJM_RTO,REG,36.40,36.40,32.27,4.13,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:05:00 AM,9/2/2022 9:05:00 PM,PJM_RTO,REG,108.11,108.11,102.88,5.22,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:10:00 AM,9/2/2022 9:10:00 PM,PJM_RTO,REG,90.87,90.87,81.86,9.01,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:15:00 AM,9/2/2022 9:15:00 PM,PJM_RTO,REG,87.89,87.89,85.05,2.84,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:20:00 AM,9/2/2022 9:20:00 PM,PJM_RTO,REG,53.18,53.18,47.51,5.67,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:25:00 AM,9/2/2022 9:25:00 PM,PJM_RTO,REG,37.45,37.45,35.82,1.63,800.00,812.80,812.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:30:00 AM,9/2/2022 9:30:00 PM,PJM_RTO,REG,35.09,35.09,32.32,2.77,800.00,695.80,695.80,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:35:00 AM,9/2/2022 9:35:00 PM,PJM_RTO,REG,83.64,83.64,74.90,8.73,800.00,787.30,787.30,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:40:00 AM,9/2/2022 9:40:00 PM,PJM_RTO,REG,77.86,77.86,68.48,9.37,800.00,787.30,787.30,289.70,0.00,0.00,71.50,,176.00
9/3/2022 1:45:00 AM,9/2/2022 9:45:00 PM,PJM_RTO,REG,77.80,77.80,70.60,7.21,800.00,787.30,787.30,289.70,0.00,0.00,71.50,,176.00
