datetime_beginning_utc,datetime_beginning_ept,locale,service,mcp,mcp_capped,reg_ccp,reg_pcp,as_req_mw,total_mw,as_mw,ss_mw,tier1_mw,ircmwt2,dsr_as_mw,nsr_mw,regd_mw
10/15/2021 4:00:00 AM,10/15/2021 12:00:00 AM,PJM_RTO,REG,29.68,29.68,25.59,4.09,525.00,512.00,512.00,272.70,0.00,0.00,7.70,,163.10
10/15/2021 5:00:00 AM,10/15/2021 1:00:00 AM,PJM_RTO,REG,20.07,20.07,18.37,1.70,525.00,523.10,523.10,269.40,0.00,0.00,7.50,,161.50
10/15/2021 6:00:00 AM,10/15/2021 2:00:00 AM,PJM_RTO,REG,25.25,25.25,21.54,3.71,525.00,526.10,526.10,269.50,0.00,0.00,7.00,,160.80
10/15/2021 7:00:00 AM,10/15/2021 3:00:00 AM,PJM_RTO,REG,11.94,11.94,10.86,1.08,525.00,525.00,525.00,269.50,0.00,0.00,6.90,,160.60
10/15/2021 8:00:00 AM,10/15/2021 4:00:00 AM,PJM_RTO,REG,27.19,27.19,23.10,4.09,525.00,525.00,525.00,269.40,0.00,0.00,7.10,,160.90
10/15/2021 9:00:00 AM,10/15/2021 5:00:00 AM,PJM_RTO,REG,54.57,54.57,51.43,3.14,800.00,800.00,800.00,313.10,0.00,0.00,11.00,,162.20
10/15/2021 10:00:00 AM,10/15/2021 6:00:00 AM,PJM_RTO,REG,33.41,33.41,31.72,1.69,800.00,800.00,800.00,313.00,0.00,0.00,16.50,,166.40
10/15/2021 11:00:00 AM,10/15/2021 7:00:00 AM,PJM_RTO,REG,59.57,59.57,56.81,2.76,800.00,800.00,800.00,339.30,0.00,0.00,17.40,,186.90
10/15/2021 12:00:00 PM,10/15/2021 8:00:00 AM,PJM_RTO,REG,29.41,29.41,25.28,4.13,525.00,531.60,531.60,317.60,0.00,0.00,12.90,,168.90
10/15/2021 1:00:00 PM,10/15/2021 9:00:00 AM,PJM_RTO,REG,22.99,22.99,20.13,2.86,525.00,524.80,524.80,330.40,0.00,0.00,10.20,,165.30
10/15/2021 2:00:00 PM,10/15/2021 10:00:00 AM,PJM_RTO,REG,28.20,28.20,27.21,0.99,525.00,524.10,524.10,329.90,0.00,0.00,10.20,,165.80
10/15/2021 3:00:00 PM,10/15/2021 11:00:00 AM,PJM_RTO,REG,101.63,101.63,100.29,1.34,525.00,524.80,524.80,330.00,0.00,0.00,10.10,,166.40
10/15/2021 4:00:00 PM,10/15/2021 12:00:00 PM,PJM_RTO,REG,25.03,25.03,21.82,3.21,525.00,530.60,530.60,259.90,0.00,0.00,9.90,,166.00
10/15/2021 5:00:00 PM,10/15/2021 1:00:00 PM,PJM_RTO,REG,96.90,96.90,95.56,1.34,525.00,525.00,525.00,261.00,0.00,0.00,4.50,,154.20
10/15/2021 6:00:00 PM,10/15/2021 2:00:00 PM,PJM_RTO,REG,38.14,38.14,34.71,3.43,525.00,525.00,525.00,261.90,0.00,0.00,4.50,,154.20
10/15/2021 7:00:00 PM,10/15/2021 3:00:00 PM,PJM_RTO,REG,24.78,24.78,21.07,3.71,525.00,529.20,529.20,261.90,0.00,0.00,4.50,,154.20
10/15/2021 8:00:00 PM,10/15/2021 4:00:00 PM,PJM_RTO,REG,31.33,31.33,31.33,0.00,525.00,536.30,536.30,262.30,0.00,0.00,4.70,,153.30
10/15/2021 9:00:00 PM,10/15/2021 5:00:00 PM,PJM_RTO,REG,147.46,147.46,144.48,2.98,800.00,781.50,781.50,307.60,0.00,0.00,18.90,,171.80
10/15/2021 10:00:00 PM,10/15/2021 6:00:00 PM,PJM_RTO,REG,60.42,60.42,59.32,1.10,800.00,798.30,798.30,309.10,0.00,0.00,22.40,,172.60
10/15/2021 11:00:00 PM,10/15/2021 7:00:00 PM,PJM_RTO,REG,53.29,53.29,52.16,1.13,800.00,813.10,813.10,302.50,0.00,0.00,21.60,,188.90
10/16/2021 12:00:00 AM,10/15/2021 8:00:00 PM,PJM_RTO,REG,49.71,49.71,47.74,1.97,800.00,799.00,799.00,298.90,0.00,0.00,22.00,,188.80
10/16/2021 1:00:00 AM,10/15/2021 9:00:00 PM,PJM_RTO,REG,37.99,37.99,37.33,0.66,800.00,797.60,797.60,341.30,0.00,0.00,18.60,,185.80
10/16/2021 2:00:00 AM,10/15/2021 10:00:00 PM,PJM_RTO,REG,40.36,40.36,37.94,2.42,800.00,799.80,799.80,300.70,0.00,0.00,18.40,,185.70
10/16/2021 3:00:00 AM,10/15/2021 11:00:00 PM,PJM_RTO,REG,45.73,45.73,43.94,1.79,800.00,792.10,792.10,378.40,0.00,0.00,15.30,,184.10
10/16/2021 4:00:00 AM,10/16/2021 12:00:00 AM,PJM_RTO,REG,70.88,70.88,67.48,3.40,525.00,520.70,520.70,300.90,0.00,0.00,7.00,,178.50
10/16/2021 5:00:00 AM,10/16/2021 1:00:00 AM,PJM_RTO,REG,34.10,34.10,32.70,1.40,525.00,525.00,525.00,300.90,0.00,0.00,7.00,,178.40
10/16/2021 6:00:00 AM,10/16/2021 2:00:00 AM,PJM_RTO,REG,55.98,55.98,52.01,3.97,525.00,525.00,525.00,286.40,0.00,0.00,6.80,,178.10
10/16/2021 7:00:00 AM,10/16/2021 3:00:00 AM,PJM_RTO,REG,30.03,30.03,26.79,3.24,525.00,525.00,525.00,286.50,0.00,0.00,6.60,,177.70
10/16/2021 8:00:00 AM,10/16/2021 4:00:00 AM,PJM_RTO,REG,36.95,36.95,35.46,1.49,525.00,525.00,525.00,286.40,0.00,0.00,6.90,,178.20
10/16/2021 9:00:00 AM,10/16/2021 5:00:00 AM,PJM_RTO,REG,36.54,36.54,33.33,3.21,800.00,800.00,800.00,332.10,0.00,0.00,9.80,,178.60
10/16/2021 10:00:00 AM,10/16/2021 6:00:00 AM,PJM_RTO,REG,42.59,42.59,41.43,1.16,800.00,800.00,800.00,332.10,0.00,0.00,11.50,,180.00
10/16/2021 11:00:00 AM,10/16/2021 7:00:00 AM,PJM_RTO,REG,50.17,50.17,47.44,2.73,800.00,800.00,800.00,328.00,0.00,0.00,10.40,,200.80
10/16/2021 12:00:00 PM,10/16/2021 8:00:00 AM,PJM_RTO,REG,26.90,26.90,25.95,0.95,525.00,537.80,537.80,285.20,0.00,0.00,9.30,,184.00
10/16/2021 1:00:00 PM,10/16/2021 9:00:00 AM,PJM_RTO,REG,36.22,36.22,33.76,2.46,525.00,525.00,525.00,285.20,0.00,0.00,9.60,,184.60
10/16/2021 2:00:00 PM,10/16/2021 10:00:00 AM,PJM_RTO,REG,42.87,42.87,41.94,0.93,525.00,525.00,525.00,294.20,0.00,0.00,11.10,,187.90
10/16/2021 3:00:00 PM,10/16/2021 11:00:00 AM,PJM_RTO,REG,43.77,43.77,41.09,2.68,525.00,533.70,533.70,293.20,0.00,0.00,11.30,,188.60
10/16/2021 4:00:00 PM,10/16/2021 12:00:00 PM,PJM_RTO,REG,107.21,107.21,104.95,2.26,525.00,525.60,525.60,249.90,0.00,0.00,10.90,,187.70
10/16/2021 5:00:00 PM,10/16/2021 1:00:00 PM,PJM_RTO,REG,129.28,129.28,128.05,1.23,525.00,525.00,525.00,249.00,0.00,0.00,10.60,,187.10
10/16/2021 6:00:00 PM,10/16/2021 2:00:00 PM,PJM_RTO,REG,47.20,47.20,46.60,0.60,525.00,525.00,525.00,250.90,0.00,0.00,5.60,,172.60
10/16/2021 7:00:00 PM,10/16/2021 3:00:00 PM,PJM_RTO,REG,43.25,43.25,43.25,0.00,525.00,525.00,525.00,252.50,0.00,0.00,9.70,,184.90
10/16/2021 8:00:00 PM,10/16/2021 4:00:00 PM,PJM_RTO,REG,35.72,35.72,35.72,0.00,525.00,522.60,522.60,247.50,0.00,0.00,10.80,,181.00
10/16/2021 9:00:00 PM,10/16/2021 5:00:00 PM,PJM_RTO,REG,49.52,49.52,47.68,1.84,800.00,793.80,793.80,300.30,0.00,0.00,19.60,,188.20
10/16/2021 10:00:00 PM,10/16/2021 6:00:00 PM,PJM_RTO,REG,33.36,33.36,31.92,1.44,800.00,799.50,799.50,300.50,0.00,0.00,19.60,,187.70
10/16/2021 11:00:00 PM,10/16/2021 7:00:00 PM,PJM_RTO,REG,37.52,37.52,37.03,0.49,800.00,792.90,792.90,289.90,0.00,0.00,20.20,,182.60
10/17/2021 12:00:00 AM,10/16/2021 8:00:00 PM,PJM_RTO,REG,72.50,72.50,71.99,0.51,800.00,800.00,800.00,299.60,0.00,0.00,20.70,,188.40
10/17/2021 1:00:00 AM,10/16/2021 9:00:00 PM,PJM_RTO,REG,29.38,29.38,26.38,3.00,800.00,797.10,797.10,341.70,0.00,0.00,19.60,,194.00
10/17/2021 2:00:00 AM,10/16/2021 10:00:00 PM,PJM_RTO,REG,20.96,20.96,17.94,3.02,800.00,792.20,792.20,356.50,0.00,0.00,19.20,,186.70
10/17/2021 3:00:00 AM,10/16/2021 11:00:00 PM,PJM_RTO,REG,24.51,24.51,21.08,3.43,800.00,770.00,770.00,356.40,0.00,0.00,15.40,,183.50
10/17/2021 4:00:00 AM,10/17/2021 12:00:00 AM,PJM_RTO,REG,13.34,13.34,11.98,1.36,525.00,541.00,541.00,308.40,0.00,0.00,7.90,,178.70
10/17/2021 5:00:00 AM,10/17/2021 1:00:00 AM,PJM_RTO,REG,14.31,14.31,13.74,0.57,525.00,520.10,520.10,308.40,0.00,0.00,8.10,,178.40
10/17/2021 6:00:00 AM,10/17/2021 2:00:00 AM,PJM_RTO,REG,20.53,20.53,20.28,0.25,525.00,525.00,525.00,308.50,0.00,0.00,7.80,,178.20
10/17/2021 7:00:00 AM,10/17/2021 3:00:00 AM,PJM_RTO,REG,6.50,6.50,6.13,0.37,525.00,525.00,525.00,309.40,0.00,0.00,7.10,,177.50
10/17/2021 8:00:00 AM,10/17/2021 4:00:00 AM,PJM_RTO,REG,6.31,6.31,5.92,0.39,525.00,525.00,525.00,309.50,0.00,0.00,7.20,,177.60
10/17/2021 9:00:00 AM,10/17/2021 5:00:00 AM,PJM_RTO,REG,8.94,8.94,8.60,0.34,800.00,800.00,800.00,355.00,0.00,0.00,9.40,,177.90
10/17/2021 10:00:00 AM,10/17/2021 6:00:00 AM,PJM_RTO,REG,10.07,10.07,9.11,0.96,800.00,800.00,800.00,354.80,0.00,0.00,10.60,,178.60
10/17/2021 11:00:00 AM,10/17/2021 7:00:00 AM,PJM_RTO,REG,20.80,20.80,18.70,2.10,800.00,800.00,800.00,341.50,0.00,0.00,9.80,,177.40
10/17/2021 12:00:00 PM,10/17/2021 8:00:00 AM,PJM_RTO,REG,5.99,5.99,5.55,0.44,525.00,525.00,525.00,294.50,0.00,0.00,9.40,,179.30
10/17/2021 1:00:00 PM,10/17/2021 9:00:00 AM,PJM_RTO,REG,20.38,20.38,19.79,0.59,525.00,525.00,525.00,293.00,0.00,0.00,12.30,,181.80
10/17/2021 2:00:00 PM,10/17/2021 10:00:00 AM,PJM_RTO,REG,9.61,9.61,9.48,0.13,525.00,525.00,525.00,292.50,0.00,0.00,13.70,,183.70
10/17/2021 3:00:00 PM,10/17/2021 11:00:00 AM,PJM_RTO,REG,12.85,12.85,11.05,1.80,525.00,525.00,525.00,295.00,0.00,0.00,13.80,,189.10
10/17/2021 4:00:00 PM,10/17/2021 12:00:00 PM,PJM_RTO,REG,26.23,26.23,25.04,1.19,525.00,522.90,522.90,290.70,0.00,0.00,14.70,,184.90
10/17/2021 5:00:00 PM,10/17/2021 1:00:00 PM,PJM_RTO,REG,12.74,12.74,10.42,2.32,525.00,524.90,524.90,295.80,0.00,0.00,17.80,,192.40
10/17/2021 6:00:00 PM,10/17/2021 2:00:00 PM,PJM_RTO,REG,3.67,3.67,3.67,0.00,525.00,524.70,524.70,296.10,0.00,0.00,11.30,,179.50
10/17/2021 7:00:00 PM,10/17/2021 3:00:00 PM,PJM_RTO,REG,7.49,7.49,7.49,0.00,525.00,578.70,578.70,258.50,0.00,0.00,9.20,,151.00
10/17/2021 8:00:00 PM,10/17/2021 4:00:00 PM,PJM_RTO,REG,7.56,7.56,7.56,0.00,525.00,524.70,524.70,293.90,0.00,0.00,10.90,,175.30
10/17/2021 9:00:00 PM,10/17/2021 5:00:00 PM,PJM_RTO,REG,50.77,50.77,50.20,0.57,800.00,806.30,806.30,341.70,0.00,0.00,21.80,,185.40
10/17/2021 10:00:00 PM,10/17/2021 6:00:00 PM,PJM_RTO,REG,37.68,37.68,36.86,0.82,800.00,807.70,807.70,298.90,0.00,0.00,25.90,,187.50
10/17/2021 11:00:00 PM,10/17/2021 7:00:00 PM,PJM_RTO,REG,118.60,118.60,118.15,0.45,800.00,800.00,800.00,300.70,0.00,0.00,27.10,,188.50
10/18/2021 12:00:00 AM,10/17/2021 8:00:00 PM,PJM_RTO,REG,30.58,30.58,29.63,0.95,800.00,800.00,800.00,301.50,0.00,0.00,26.50,,188.00
10/18/2021 1:00:00 AM,10/17/2021 9:00:00 PM,PJM_RTO,REG,39.77,39.77,36.03,3.74,800.00,800.00,800.00,315.00,0.00,0.00,24.50,,187.40
10/18/2021 2:00:00 AM,10/17/2021 10:00:00 PM,PJM_RTO,REG,32.03,32.03,31.26,0.77,800.00,800.00,800.00,358.10,0.00,0.00,24.30,,187.00
10/18/2021 3:00:00 AM,10/17/2021 11:00:00 PM,PJM_RTO,REG,10.89,10.89,9.73,1.16,800.00,800.00,800.00,358.60,0.00,0.00,18.80,,183.60
10/18/2021 4:00:00 AM,10/18/2021 12:00:00 AM,PJM_RTO,REG,23.12,23.12,22.70,0.42,525.00,525.10,525.10,310.00,0.00,0.00,7.90,,179.30
10/18/2021 5:00:00 AM,10/18/2021 1:00:00 AM,PJM_RTO,REG,10.36,10.36,10.12,0.24,525.00,525.00,525.00,310.10,0.00,0.00,7.50,,178.70
10/18/2021 6:00:00 AM,10/18/2021 2:00:00 AM,PJM_RTO,REG,23.60,23.60,23.28,0.32,525.00,525.00,525.00,310.10,0.00,0.00,7.30,,178.40
10/18/2021 7:00:00 AM,10/18/2021 3:00:00 AM,PJM_RTO,REG,6.33,6.33,5.08,1.25,525.00,525.00,525.00,310.60,0.00,0.00,6.90,,178.00
10/18/2021 8:00:00 AM,10/18/2021 4:00:00 AM,PJM_RTO,REG,8.81,8.81,8.23,0.58,525.00,525.00,525.00,310.50,0.00,0.00,7.10,,178.20
10/18/2021 9:00:00 AM,10/18/2021 5:00:00 AM,PJM_RTO,REG,19.55,19.55,17.00,2.55,800.00,800.00,800.00,355.50,0.00,0.00,10.50,,179.40
10/18/2021 10:00:00 AM,10/18/2021 6:00:00 AM,PJM_RTO,REG,38.46,38.46,37.77,0.69,800.00,800.00,800.00,355.20,0.00,0.00,15.20,,182.70
10/18/2021 11:00:00 AM,10/18/2021 7:00:00 AM,PJM_RTO,REG,48.71,48.71,45.58,3.13,800.00,839.40,839.40,343.50,0.00,0.00,13.20,,180.50
10/18/2021 12:00:00 PM,10/18/2021 8:00:00 AM,PJM_RTO,REG,43.52,43.52,42.82,0.70,525.00,521.30,521.30,295.00,0.00,0.00,11.40,,183.10
10/18/2021 1:00:00 PM,10/18/2021 9:00:00 AM,PJM_RTO,REG,11.54,11.54,10.49,1.05,525.00,529.30,529.30,295.10,0.00,0.00,10.70,,182.40
10/18/2021 2:00:00 PM,10/18/2021 10:00:00 AM,PJM_RTO,REG,32.16,32.16,30.79,1.37,525.00,525.00,525.00,295.50,0.00,0.00,9.50,,181.00
10/18/2021 3:00:00 PM,10/18/2021 11:00:00 AM,PJM_RTO,REG,47.64,47.64,46.61,1.03,525.00,525.00,525.00,295.10,0.00,0.00,11.10,,182.90
10/18/2021 4:00:00 PM,10/18/2021 12:00:00 PM,PJM_RTO,REG,19.49,19.49,18.73,0.76,525.00,525.00,525.00,332.40,0.00,0.00,12.40,,183.80
10/18/2021 5:00:00 PM,10/18/2021 1:00:00 PM,PJM_RTO,REG,10.73,10.73,9.94,0.79,525.00,525.00,525.00,332.60,0.00,0.00,11.80,,183.10
10/18/2021 6:00:00 PM,10/18/2021 2:00:00 PM,PJM_RTO,REG,6.01,6.01,5.48,0.53,525.00,525.00,525.00,333.00,0.00,0.00,10.50,,181.60
10/18/2021 7:00:00 PM,10/18/2021 3:00:00 PM,PJM_RTO,REG,9.42,9.42,8.16,1.26,525.00,525.00,525.00,332.50,0.00,0.00,14.30,,186.70
10/18/2021 8:00:00 PM,10/18/2021 4:00:00 PM,PJM_RTO,REG,2.09,2.09,1.29,0.80,525.00,525.00,525.00,313.90,0.00,0.00,11.90,,146.20
10/18/2021 9:00:00 PM,10/18/2021 5:00:00 PM,PJM_RTO,REG,242.84,242.84,241.85,0.99,800.00,830.20,830.20,378.40,0.00,0.00,23.70,,188.40
10/18/2021 10:00:00 PM,10/18/2021 6:00:00 PM,PJM_RTO,REG,82.41,82.41,81.63,0.78,800.00,829.90,829.90,336.00,0.00,0.00,24.10,,188.70
10/18/2021 11:00:00 PM,10/18/2021 7:00:00 PM,PJM_RTO,REG,79.86,79.86,79.23,0.63,800.00,843.70,843.70,337.00,0.00,0.00,25.80,,190.20
10/19/2021 12:00:00 AM,10/18/2021 8:00:00 PM,PJM_RTO,REG,41.02,41.02,40.15,0.87,800.00,797.30,797.30,277.00,0.00,0.00,24.80,,204.80
10/19/2021 1:00:00 AM,10/18/2021 9:00:00 PM,PJM_RTO,REG,50.97,50.97,49.00,1.97,800.00,767.10,767.10,302.80,0.00,0.00,23.70,,197.50
10/19/2021 2:00:00 AM,10/18/2021 10:00:00 PM,PJM_RTO,REG,35.44,35.44,34.61,0.83,800.00,799.60,799.60,295.70,0.00,0.00,21.90,,195.80
10/19/2021 3:00:00 AM,10/18/2021 11:00:00 PM,PJM_RTO,REG,32.51,32.51,32.51,0.00,800.00,793.60,793.60,317.70,0.00,0.00,21.10,,181.20
10/19/2021 4:00:00 AM,10/19/2021 12:00:00 AM,PJM_RTO,REG,22.85,22.85,22.53,0.32,525.00,720.70,720.70,274.70,0.00,0.00,10.70,,180.80
10/19/2021 5:00:00 AM,10/19/2021 1:00:00 AM,PJM_RTO,REG,24.21,24.21,22.73,1.48,525.00,525.00,525.00,302.40,0.00,0.00,5.30,,172.60
10/19/2021 6:00:00 AM,10/19/2021 2:00:00 AM,PJM_RTO,REG,14.84,14.84,11.70,3.14,525.00,525.00,525.00,301.90,0.00,0.00,4.90,,171.50
10/19/2021 7:00:00 AM,10/19/2021 3:00:00 AM,PJM_RTO,REG,10.16,10.16,9.04,1.12,525.00,525.00,525.00,308.50,0.00,0.00,4.40,,176.60
10/19/2021 8:00:00 AM,10/19/2021 4:00:00 AM,PJM_RTO,REG,21.02,21.02,18.52,2.50,525.00,525.00,525.00,308.50,0.00,0.00,4.50,,176.70
10/19/2021 9:00:00 AM,10/19/2021 5:00:00 AM,PJM_RTO,REG,33.36,33.36,31.95,1.41,800.00,800.00,800.00,352.40,0.00,0.00,8.60,,178.50
10/19/2021 10:00:00 AM,10/19/2021 6:00:00 AM,PJM_RTO,REG,40.12,40.12,38.72,1.40,800.00,800.00,800.00,353.30,0.00,0.00,13.20,,182.30
10/19/2021 11:00:00 AM,10/19/2021 7:00:00 AM,PJM_RTO,REG,93.27,93.27,91.77,1.50,800.00,830.80,830.80,331.10,0.00,0.00,16.00,,184.10
10/19/2021 12:00:00 PM,10/19/2021 8:00:00 AM,PJM_RTO,REG,29.02,29.02,28.86,0.16,525.00,525.00,525.00,285.90,0.00,0.00,9.30,,185.40
10/19/2021 1:00:00 PM,10/19/2021 9:00:00 AM,PJM_RTO,REG,27.50,27.50,26.09,1.41,525.00,525.00,525.00,327.40,0.00,0.00,9.50,,184.10
10/19/2021 2:00:00 PM,10/19/2021 10:00:00 AM,PJM_RTO,REG,26.90,26.90,25.70,1.20,525.00,525.00,525.00,327.50,0.00,0.00,8.60,,182.20
10/19/2021 3:00:00 PM,10/19/2021 11:00:00 AM,PJM_RTO,REG,22.00,22.00,20.53,1.47,525.00,524.40,524.40,328.50,0.00,0.00,9.40,,176.50
10/19/2021 4:00:00 PM,10/19/2021 12:00:00 PM,PJM_RTO,REG,26.17,26.17,25.44,0.73,525.00,524.10,524.10,327.90,0.00,0.00,9.60,,176.40
10/19/2021 5:00:00 PM,10/19/2021 1:00:00 PM,PJM_RTO,REG,20.31,20.31,19.14,1.17,525.00,519.80,519.80,332.80,0.00,0.00,10.50,,169.40
10/19/2021 6:00:00 PM,10/19/2021 2:00:00 PM,PJM_RTO,REG,11.67,11.67,10.40,1.27,525.00,518.50,518.50,333.50,0.00,0.00,8.80,,165.00
10/19/2021 7:00:00 PM,10/19/2021 3:00:00 PM,PJM_RTO,REG,20.47,20.47,18.99,1.48,525.00,525.00,525.00,329.30,0.00,0.00,9.20,,177.50
10/19/2021 8:00:00 PM,10/19/2021 4:00:00 PM,PJM_RTO,REG,2.58,2.58,1.97,0.61,525.00,525.00,525.00,304.90,0.00,0.00,3.40,,132.50
10/19/2021 9:00:00 PM,10/19/2021 5:00:00 PM,PJM_RTO,REG,30.07,30.07,27.81,2.26,800.00,832.70,832.70,327.60,0.00,0.00,18.10,,184.90
10/19/2021 10:00:00 PM,10/19/2021 6:00:00 PM,PJM_RTO,REG,40.82,40.82,40.54,0.28,800.00,833.80,833.80,329.80,0.00,0.00,19.90,,188.00
10/19/2021 11:00:00 PM,10/19/2021 7:00:00 PM,PJM_RTO,REG,66.47,66.47,65.12,1.35,800.00,834.10,834.10,331.00,0.00,0.00,20.30,,189.10
10/20/2021 12:00:00 AM,10/19/2021 8:00:00 PM,PJM_RTO,REG,33.24,33.24,30.58,2.66,800.00,800.00,800.00,330.90,0.00,0.00,21.40,,190.10
10/20/2021 1:00:00 AM,10/19/2021 9:00:00 PM,PJM_RTO,REG,42.74,42.74,41.25,1.49,800.00,800.00,800.00,374.00,0.00,0.00,20.10,,188.80
10/20/2021 2:00:00 AM,10/19/2021 10:00:00 PM,PJM_RTO,REG,17.85,17.85,14.76,3.09,800.00,800.00,800.00,325.80,0.00,0.00,19.50,,188.30
10/20/2021 3:00:00 AM,10/19/2021 11:00:00 PM,PJM_RTO,REG,19.36,19.36,17.24,2.12,800.00,800.00,800.00,295.10,0.00,0.00,15.30,,184.70
10/20/2021 4:00:00 AM,10/20/2021 12:00:00 AM,PJM_RTO,REG,10.87,10.87,7.23,3.64,525.00,523.50,523.50,302.10,0.00,0.00,5.20,,178.50
10/20/2021 5:00:00 AM,10/20/2021 1:00:00 AM,PJM_RTO,REG,8.35,8.35,6.56,1.79,525.00,525.00,525.00,302.10,0.00,0.00,5.00,,178.10
10/20/2021 6:00:00 AM,10/20/2021 2:00:00 AM,PJM_RTO,REG,6.33,6.33,5.81,0.52,525.00,525.00,525.00,294.70,0.00,0.00,4.80,,177.80
10/20/2021 7:00:00 AM,10/20/2021 3:00:00 AM,PJM_RTO,REG,6.46,6.46,5.87,0.59,525.00,525.00,525.00,294.70,0.00,0.00,4.40,,177.20
10/20/2021 8:00:00 AM,10/20/2021 4:00:00 AM,PJM_RTO,REG,6.70,6.70,5.98,0.72,525.00,525.10,525.10,294.70,0.00,0.00,4.90,,177.90
10/20/2021 9:00:00 AM,10/20/2021 5:00:00 AM,PJM_RTO,REG,24.41,24.41,23.67,0.74,800.00,800.00,800.00,338.50,0.00,0.00,9.60,,180.00
10/20/2021 10:00:00 AM,10/20/2021 6:00:00 AM,PJM_RTO,REG,21.14,21.14,20.83,0.31,800.00,800.00,800.00,295.00,0.00,0.00,16.00,,185.40
10/20/2021 11:00:00 AM,10/20/2021 7:00:00 AM,PJM_RTO,REG,49.87,49.87,48.13,1.74,800.00,832.50,832.50,331.40,0.00,0.00,17.10,,185.80
10/20/2021 12:00:00 PM,10/20/2021 8:00:00 AM,PJM_RTO,REG,38.18,38.18,36.85,1.33,525.00,516.00,516.00,286.60,0.00,0.00,9.20,,185.90
10/20/2021 1:00:00 PM,10/20/2021 9:00:00 AM,PJM_RTO,REG,42.72,42.72,39.79,2.93,525.00,525.00,525.00,330.20,0.00,0.00,8.20,,183.80
10/20/2021 2:00:00 PM,10/20/2021 10:00:00 AM,PJM_RTO,REG,25.29,25.29,25.29,0.00,525.00,525.00,525.00,330.20,0.00,0.00,7.80,,183.00
10/20/2021 3:00:00 PM,10/20/2021 11:00:00 AM,PJM_RTO,REG,13.66,13.66,13.66,0.00,525.00,525.00,525.00,334.60,0.00,0.00,8.00,,189.40
10/20/2021 4:00:00 PM,10/20/2021 12:00:00 PM,PJM_RTO,REG,75.39,75.39,75.39,0.00,525.00,525.00,525.00,335.30,0.00,0.00,9.00,,190.50
10/20/2021 5:00:00 PM,10/20/2021 1:00:00 PM,PJM_RTO,REG,30.94,30.94,30.94,0.00,525.00,525.00,525.00,335.20,0.00,0.00,9.10,,190.70
10/20/2021 6:00:00 PM,10/20/2021 2:00:00 PM,PJM_RTO,REG,9.36,9.36,9.36,0.00,525.00,525.00,525.00,335.30,0.00,0.00,7.60,,187.40
10/20/2021 7:00:00 PM,10/20/2021 3:00:00 PM,PJM_RTO,REG,13.55,13.55,13.55,0.00,525.00,522.80,522.80,287.70,0.00,0.00,9.70,,186.50
10/20/2021 8:00:00 PM,10/20/2021 4:00:00 PM,PJM_RTO,REG,0.01,0.01,0.01,0.00,525.00,525.00,525.00,266.50,0.00,0.00,4.50,,141.00
10/20/2021 9:00:00 PM,10/20/2021 5:00:00 PM,PJM_RTO,REG,33.84,33.84,33.63,0.21,800.00,849.40,849.40,332.40,0.00,0.00,20.30,,189.40
10/20/2021 10:00:00 PM,10/20/2021 6:00:00 PM,PJM_RTO,REG,50.81,50.81,49.88,0.93,800.00,800.00,800.00,339.80,0.00,0.00,20.50,,195.10
10/20/2021 11:00:00 PM,10/20/2021 7:00:00 PM,PJM_RTO,REG,30.97,30.97,30.55,0.42,800.00,791.00,791.00,340.00,0.00,0.00,21.00,,195.50
10/21/2021 12:00:00 AM,10/20/2021 8:00:00 PM,PJM_RTO,REG,38.26,38.26,37.79,0.47,800.00,809.50,809.50,339.80,0.00,0.00,21.00,,195.50
10/21/2021 1:00:00 AM,10/20/2021 9:00:00 PM,PJM_RTO,REG,34.51,34.51,33.65,0.86,800.00,797.40,797.40,324.20,0.00,0.00,21.10,,195.60
10/21/2021 2:00:00 AM,10/20/2021 10:00:00 PM,PJM_RTO,REG,40.84,40.84,40.02,0.82,800.00,786.40,786.40,335.10,0.00,0.00,19.80,,194.40
10/21/2021 3:00:00 AM,10/20/2021 11:00:00 PM,PJM_RTO,REG,19.32,19.32,17.31,2.01,800.00,800.00,800.00,335.00,0.00,0.00,18.30,,193.10
10/21/2021 4:00:00 AM,10/21/2021 12:00:00 AM,PJM_RTO,REG,11.29,11.29,11.08,0.21,525.00,525.00,525.00,302.40,0.00,0.00,5.90,,185.70
10/21/2021 5:00:00 AM,10/21/2021 1:00:00 AM,PJM_RTO,REG,15.33,15.33,11.22,4.11,525.00,524.70,524.70,302.70,0.00,0.00,6.00,,184.90
10/21/2021 6:00:00 AM,10/21/2021 2:00:00 AM,PJM_RTO,REG,10.26,10.26,8.50,1.76,525.00,525.00,525.00,302.40,0.00,0.00,5.90,,185.60
10/21/2021 7:00:00 AM,10/21/2021 3:00:00 AM,PJM_RTO,REG,12.02,12.02,10.62,1.40,525.00,525.00,525.00,302.70,0.00,0.00,5.50,,184.00
10/21/2021 8:00:00 AM,10/21/2021 4:00:00 AM,PJM_RTO,REG,23.99,23.99,22.27,1.72,525.00,525.00,525.00,302.80,0.00,0.00,5.70,,184.40
10/21/2021 9:00:00 AM,10/21/2021 5:00:00 AM,PJM_RTO,REG,50.61,50.61,48.89,1.72,800.00,800.00,800.00,350.10,0.00,0.00,10.60,,186.30
