pnode_id,arbitrage_profit,regulation_profit,multi_market_profit,pjm_multi_market_profit,txbx_profit,lmp_missing_5min_steps,reg_missing_5min_steps
48806,1512.4343499493289,8498.229166666677,8598.091333333341,8592.426333333333,813.5458333333331,0,0
49052,1473.7669756733328,8498.229166666677,8595.187333333344,8589.019666666667,792.4708333333331,0,0
49955,1568.5809878314622,8498.229166666677,8604.970333333342,8599.439666666665,840.0249999999996,0,0
50828,1589.3438380855212,8498.229166666677,8598.866666666676,8593.8865,875.6791666666662,0,0
659723,1496.2088174212158,8498.229166666677,8597.458333333341,8591.4065,804.6416666666664,0,0
659724,1496.1034146862432,8498.229166666677,8597.396833333341,8591.345000000001,804.4208333333329,0,0
1048048,1418.2606005581017,8498.229166666677,8590.78450000001,8582.248499999998,760.3249999999996,0,0
1048076,1536.1671749895904,8498.229166666677,8600.748166666679,8594.798000000003,820.8874999999996,0,0
32411433,1612.5743039552988,8498.229166666677,8604.01783333334,8600.0965,875.6041666666663,0,0
32411997,1539.8819258225758,8498.229166666677,8595.24150000001,8591.05283333333,833.2041666666662,0,0
32412355,1677.2087494557836,8498.229166666677,8600.950730000011,8596.5725,925.3416666666661,0,0
34886621,1572.3461734902144,8498.229166666677,8598.226666666675,8594.220833333331,858.5999999999996,0,0
38367927,1569.7480582542005,8498.229166666677,8597.821000000009,8592.697166666663,855.8624999999996,0,0
38367929,1569.7480582542005,8498.229166666677,8597.821000000009,8592.697166666663,855.8624999999996,0,0
40243615,2349.4347957559366,8498.229166666677,8713.225273333344,8643.961048358586,1179.6624999999995,0,0
57967471,1475.9305103498564,8498.229166666677,8595.236333333343,8589.084333333334,793.4666666666665,0,0
93353977,1562.2662958253534,8498.229166666677,8599.952166666675,8595.135999999999,833.7458333333329,0,0
98370003,1926.9351563411115,8498.229166666677,8623.894500000013,8607.983999999999,970.0666666666663,0,0
106856905,1492.566327296961,8498.229166666677,8596.389166666675,8590.187333333333,800.9958333333329,0,0
1123180719,1574.9978664452337,8498.229166666677,8599.327833333342,8596.194166666664,865.658333333333,0,0
1305131573,1580.9727448028614,8498.229166666677,8600.127333333343,8596.753333333334,853.7124999999997,0,0
1338424127,1153.0527810058318,8498.229166666677,8571.314333333341,8563.201,652.045833333333,0,0
1356152712,2600.288011402888,8498.229166666677,8760.836249999998,8664.309951666664,1611.5583333333327,0,0
1356155763,1607.6686803311136,8498.229166666677,8597.379500000012,8589.900666666666,850.983333333333,0,0
1439644392,1538.6640408475664,8498.229166666677,8594.914333333341,8590.630833333333,832.5374999999997,0,0
1666104437,3399.3820683333324,8498.229166666677,9121.309400000007,8864.763871388886,2177.0333333333324,0,0
1666104441,4490.554828087603,8498.229166666677,10011.341164931291,9663.827488152036,2712.208333333332,0,0
2155501828,1417.6784879022653,8498.229166666677,8590.772000000012,8582.1525,760.7791666666664,0,0
2156108964,1635.9548455844808,8498.229166666677,8600.295500000011,8594.33,869.4249999999996,0,0
2156109026,1739.4903445307534,8498.229166666677,8609.461000000007,8602.672666666664,914.095833333333,0,0
2156109031,1310.1902146827726,8498.229166666677,8577.547333333345,8571.8435,720.083333333333,0,0
2156109888,1506.2763043350014,8498.229166666677,8597.535333333344,8591.533833333333,808.5624999999998,0,0
2156111802,1709.991995596281,8498.229166666677,8604.31800000001,8593.688999999998,888.0124999999996,0,0
2156111867,1560.071556799946,8498.229166666677,8596.84050000001,8592.327333333335,851.408333333333,0,0
2156113094,1606.605621236292,8498.229166666677,8601.49733333334,8596.796666666663,881.8083333333329,0,0
2156113295,1777.9115241420266,8498.229166666677,8610.78700000001,8599.581666666665,919.8999999999995,0,0
2156113436,1467.0011346584777,8498.229166666677,8594.298833333341,8587.663333333332,783.345833333333,0,0
2156113572,1544.9350107260896,8498.229166666677,8601.822666666674,8596.46833333333,832.0374999999998,0,0
