time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,12.0,70,6.8,9.8,0.0,0.0,0.0,1023.1,0,9.0,275,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,11.6,74,7.1,9.6,0.0,0.0,0.0,1023.2,0,8.8,279,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,11.3,80,7.9,9.5,0.0,0.0,0.0,1023.4,0,8.9,291,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,10.9,84,8.3,9.2,0.0,0.0,0.0,1023.3,0,8.7,294,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,10.6,86,8.4,8.9,0.0,0.0,0.0,1023.4,0,8.7,294,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,10.4,87,8.3,8.8,0.0,0.0,0.0,1023.8,0,8.2,299,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,10.1,87,8.1,8.6,0.0,0.0,0.0,1024.1,0,7.3,303,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,8.9,88,7.0,7.1,0.0,0.0,0.0,1025.3,0,7.0,325,4.0,1.0,3.0,4.0
2020-11-08 08:00:00,11.6,79,8.1,9.8,0.0,0.0,0.0,1026.0,0,8.8,341,103.0,70.0,33.0,103.0
2020-11-08 09:00:00,15.0,67,8.9,13.9,0.0,0.0,0.0,1026.1,0,5.2,335,266.0,211.0,55.0,266.0
2020-11-08 10:00:00,18.1,58,9.7,17.5,0.0,0.0,0.0,1026.2,0,3.3,311,409.0,343.0,66.0,409.0
2020-11-08 11:00:00,20.4,52,10.1,20.1,0.0,0.0,0.0,1025.9,0,2.3,309,507.0,436.0,71.0,507.0
2020-11-08 12:00:00,22.0,47,10.2,21.7,0.0,0.0,0.0,1025.5,0,2.6,286,550.0,477.0,73.0,550.0
2020-11-08 13:00:00,22.9,44,10.1,22.6,0.0,0.0,0.0,1024.9,0,2.2,279,533.0,461.0,72.0,533.0
2020-11-08 14:00:00,23.3,43,9.9,23.0,0.0,0.0,0.0,1024.8,0,2.1,239,459.0,390.0,69.0,459.0
2020-11-08 15:00:00,23.0,47,11.0,22.9,0.0,0.0,0.0,1024.8,0,3.4,212,335.0,274.0,61.0,335.0
2020-11-08 16:00:00,20.8,64,13.7,21.3,0.0,0.0,0.0,1024.8,0,5.4,200,178.0,132.0,46.0,178.0
2020-11-08 17:00:00,18.0,70,12.6,17.6,0.0,0.0,0.0,1024.8,0,8.8,215,32.0,19.0,13.0,32.0
2020-11-08 18:00:00,16.3,76,12.2,15.9,0.0,0.0,0.0,1025.0,0,7.9,254,0.0,0.0,0.0,0.0
2020-11-08 19:00:00,15.1,78,11.2,14.3,0.0,0.0,0.0,1025.1,0,7.9,254,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,15.5,75,11.0,14.4,0.0,0.0,0.0,1025.0,0,9.7,266,0.0,0.0,0.0,0.0
2020-11-08 21:00:00,14.7,76,10.5,13.5,0.0,0.0,0.0,1024.9,0,9.7,268,0.0,0.0,0.0,0.0
2020-11-08 22:00:00,13.8,78,9.9,12.3,0.0,0.0,0.0,1025.1,0,10.1,266,0.0,0.0,0.0,0.0
2020-11-08 23:00:00,13.2,79,9.7,11.7,0.0,0.0,0.0,1025.1,0,9.7,274,0.0,0.0,0.0,0.0
