datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2020-11-01T00:00:00,48806,25.83,25.96,0.06,0.07
2020-11-01T00:00:00,49052,25.83,25.66,0.06,-0.23
2020-11-01T00:00:00,49955,25.83,26.8,0.07,0.9
2020-11-01T00:00:00,50828,25.83,25.99,0.11,0.05
2020-11-01T00:00:00,659723,25.83,25.93,0.06,0.04
2020-11-01T00:00:00,659724,25.83,25.9,0.06,0.01
2020-11-01T00:00:00,1048048,25.83,26.08,0.25,0.0
2020-11-01T00:00:00,1048076,25.83,26.64,0.07,0.74
2020-11-01T00:00:00,32411433,25.83,26.98,0.08,1.07
2020-11-01T00:00:00,32411997,25.83,25.59,0.11,-0.35
2020-11-01T00:00:00,32412355,25.83,13.21,-12.73,0.11
2020-11-01T00:00:00,34886621,25.83,24.78,-0.08,-0.97
2020-11-01T00:00:00,38367927,25.83,25.65,0.11,-0.29
2020-11-01T00:00:00,38367929,25.83,25.65,0.11,-0.29
2020-11-01T00:00:00,40243615,25.83,27.96,0.14,1.99
2020-11-01T00:00:00,57967471,25.83,25.65,0.06,-0.24
2020-11-01T00:00:00,93353977,25.83,26.22,0.21,0.18
2020-11-01T00:00:00,98370003,25.83,26.72,0.11,0.78
2020-11-01T00:00:00,106856905,25.83,25.59,0.06,-0.3
2020-11-01T00:00:00,1123180719,25.83,26.1,0.46,-0.19
2020-11-01T00:00:00,1305131573,25.83,29.29,3.09,0.37
2020-11-01T00:00:00,1338424127,25.83,25.11,0.08,-0.8
2020-11-01T00:00:00,1356152712,25.83,23.16,-3.66,0.99
2020-11-01T00:00:00,1356155763,25.83,25.76,0.06,-0.13
2020-11-01T00:00:00,1439644392,25.83,25.44,0.11,-0.5
2020-11-01T00:00:00,1666104437,25.83,26.05,-1.34,1.56
2020-11-01T00:00:00,1666104441,25.83,27.04,-0.07,1.28
2020-11-01T00:00:00,2155501828,25.83,25.24,0.25,-0.84
2020-11-01T00:00:00,2156108964,25.83,25.82,0.13,-0.14
2020-11-01T00:00:00,2156109026,25.83,25.87,0.11,-0.07
2020-11-01T00:00:00,2156109031,25.83,25.15,0.08,-0.76
2020-11-01T00:00:00,2156109888,25.83,25.6,-0.12,-0.11
2020-11-01T01:00:00,48806,24.98,25.45,0.18,0.29
2020-11-01T01:00:00,49052,24.98,25.15,0.19,-0.02
2020-11-01T01:00:00,49955,24.98,26.34,0.2,1.16
2020-11-01T01:00:00,50828,24.98,25.24,0.28,-0.02
2020-11-01T01:00:00,659723,24.98,25.41,0.19,0.24
2020-11-01T01:00:00,659724,24.98,25.38,0.19,0.21
