datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2021-05-01T00:00:00,48806,31.0,26.86,-4.02,-0.12
2021-05-01T00:00:00,49052,31.0,26.81,-4.03,-0.16
2021-05-01T00:00:00,49955,31.0,29.23,-4.07,2.3
2021-05-01T00:00:00,50828,31.0,30.97,-0.77,0.74
2021-05-01T00:00:00,659723,31.0,27.15,-4.08,0.23
2021-05-01T00:00:00,659724,31.0,27.13,-4.08,0.21
2021-05-01T00:00:00,1048048,31.0,24.89,-5.06,-1.05
2021-05-01T00:00:00,1048076,31.0,27.84,-4.07,0.91
2021-05-01T00:00:00,32411433,31.0,39.66,6.29,2.37
2021-05-01T00:00:00,32411997,31.0,33.25,2.67,-0.42
2021-05-01T00:00:00,32412355,31.0,31.85,1.86,-1.01
2021-05-01T00:00:00,34886621,31.0,28.91,-2.73,0.64
2021-05-01T00:00:00,38367927,31.0,26.39,-5.06,0.45
2021-05-01T00:00:00,38367929,31.0,26.39,-5.06,0.45
2021-05-01T00:00:00,40243615,31.0,34.26,2.11,1.15
2021-05-01T00:00:00,57967471,31.0,26.79,-4.04,-0.17
2021-05-01T00:00:00,93353977,31.0,26.77,-4.14,-0.09
2021-05-01T00:00:00,98370003,31.0,34.42,3.58,-0.16
2021-05-01T00:00:00,106856905,31.0,26.64,-4.1,-0.26
2021-05-01T00:00:00,1123180719,31.0,32.26,2.06,-0.8
2021-05-01T00:00:00,1305131573,31.0,32.97,2.05,-0.08
2021-05-01T00:00:00,1338424127,31.0,29.43,-0.69,-0.88
2021-05-01T00:00:00,1356152712,31.0,32.83,1.54,0.29
2021-05-01T00:00:00,1356155763,31.0,29.38,-1.06,-0.56
2021-05-01T00:00:00,1439644392,31.0,32.69,2.67,-0.98
2021-05-01T00:00:00,1666104437,31.0,33.72,1.43,1.29
2021-05-01T00:00:00,1666104441,31.0,33.53,1.96,0.57
2021-05-01T00:00:00,2155501828,31.0,25.07,-4.86,-1.07
2021-05-01T00:00:00,2156108964,31.0,31.58,1.36,-0.78
2021-05-01T00:00:00,2156109026,31.0,31.14,0.57,-0.43
2021-05-01T00:00:00,2156109031,31.0,28.78,-0.76,-1.46
2021-05-01T00:00:00,2156109888,31.0,26.81,-4.11,-0.08
2021-05-01T01:00:00,48806,28.31,25.49,-2.41,-0.41
2021-05-01T01:00:00,49052,28.31,25.69,-2.16,-0.46
2021-05-01T01:00:00,49955,28.31,27.47,-2.22,1.38
2021-05-01T01:00:00,50828,28.31,26.56,-2.26,0.51
2021-05-01T01:00:00,659723,28.31,26.0,-2.16,-0.15
2021-05-01T01:00:00,659724,28.31,25.98,-2.16,-0.17
