datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2021-11-01T00:00:00,48806,68.74,55.13,-11.78,-1.83
2021-11-01T00:00:00,49052,68.74,53.2,-13.48,-2.06
2021-11-01T00:00:00,49955,68.74,53.7,-15.21,0.17
2021-11-01T00:00:00,50828,68.74,77.52,8.36,0.42
2021-11-01T00:00:00,659723,68.74,53.3,-13.96,-1.48
2021-11-01T00:00:00,659724,68.74,53.28,-13.96,-1.5
2021-11-01T00:00:00,1048048,68.74,60.12,-6.38,-2.24
2021-11-01T00:00:00,1048076,68.74,52.34,-15.64,-0.76
2021-11-01T00:00:00,32411433,68.74,77.08,4.49,3.85
2021-11-01T00:00:00,32411997,68.74,72.3,4.01,-0.45
2021-11-01T00:00:00,32412355,68.74,72.48,3.66,0.08
2021-11-01T00:00:00,34886621,68.74,75.74,6.03,0.97
2021-11-01T00:00:00,38367927,68.74,75.88,6.28,0.86
2021-11-01T00:00:00,38367929,68.74,75.88,6.28,0.86
2021-11-01T00:00:00,40243615,68.74,75.12,3.55,2.83
2021-11-01T00:00:00,57967471,68.74,53.12,-13.56,-2.06
2021-11-01T00:00:00,93353977,68.74,57.61,-9.62,-1.51
2021-11-01T00:00:00,98370003,68.74,73.55,3.37,1.44
2021-11-01T00:00:00,106856905,68.74,53.12,-13.4,-2.22
2021-11-01T00:00:00,1123180719,68.74,77.06,9.01,-0.69
2021-11-01T00:00:00,1305131573,68.74,73.2,3.8,0.66
2021-11-01T00:00:00,1338424127,68.74,71.05,2.78,-0.47
2021-11-01T00:00:00,1356152712,68.74,72.87,1.29,2.84
2021-11-01T00:00:00,1356155763,68.74,71.86,2.93,0.19
2021-11-01T00:00:00,1439644392,68.74,72.18,4.01,-0.57
2021-11-01T00:00:00,1666104437,68.74,75.01,3.36,2.91
2021-11-01T00:00:00,1666104441,68.74,73.96,3.33,1.89
2021-11-01T00:00:00,2155501828,68.74,59.84,-6.46,-2.44
2021-11-01T00:00:00,2156108964,68.74,72.29,3.6,-0.05
2021-11-01T00:00:00,2156109026,68.74,73.34,3.39,1.21
2021-11-01T00:00:00,2156109031,68.74,71.02,2.64,-0.36
2021-11-01T00:00:00,2156109888,68.74,53.97,-13.1,-1.67
2021-11-01T00:00:00,2156111802,68.74,72.22,3.64,-0.16
2021-11-01T00:00:00,2156111867,68.74,75.43,6.2,0.49
2021-11-01T01:00:00,48806,60.59,49.67,-9.13,-1.79
2021-11-01T01:00:00,49052,60.59,47.95,-10.65,-1.99
2021-11-01T01:00:00,49955,60.59,48.53,-12.04,-0.02
2021-11-01T01:00:00,50828,60.59,67.96,7.01,0.36
2021-11-01T01:00:00,659723,60.59,48.09,-11.04,-1.46
2021-11-01T01:00:00,659724,60.59,48.07,-11.04,-1.48
2021-11-01T01:00:00,1048048,60.59,53.46,-4.97,-2.16
2021-11-01T01:00:00,1048076,60.59,47.39,-12.38,-0.82
2021-11-01T01:00:00,32411433,60.59,67.88,3.89,3.4
2021-11-01T01:00:00,32411997,60.59,63.76,3.5,-0.33
2021-11-01T01:00:00,32412355,60.59,64.12,3.19,0.34
2021-11-01T01:00:00,34886621,60.59,66.59,5.15,0.85
2021-11-01T01:00:00,38367927,60.59,66.77,5.36,0.82
2021-11-01T01:00:00,38367929,60.59,66.77,5.36,0.82
2021-11-01T01:00:00,40243615,60.59,66.27,3.09,2.59
2021-11-01T01:00:00,57967471,60.59,47.89,-10.71,-1.99
2021-11-01T01:00:00,93353977,60.59,51.77,-7.27,-1.55
2021-11-01T01:00:00,98370003,60.59,64.84,2.95,1.3
2021-11-01T01:00:00,106856905,60.59,47.96,-10.59,-2.04
2021-11-01T01:00:00,1123180719,60.59,68.88,8.62,-0.33
2021-11-01T01:00:00,1305131573,60.59,64.87,3.3,0.98
2021-11-01T01:00:00,1338424127,60.59,62.46,2.48,-0.61
2021-11-01T01:00:00,1356152712,60.59,63.85,0.75,2.51
2021-11-01T01:00:00,1356155763,60.59,63.16,2.6,-0.03
2021-11-01T01:00:00,1439644392,60.59,63.66,3.51,-0.44
2021-11-01T01:00:00,1666104437,60.59,66.09,2.94,2.56
2021-11-01T01:00:00,1666104441,60.59,65.17,2.92,1.66
2021-11-01T01:00:00,2155501828,60.59,53.2,-5.03,-2.36
2021-11-01T01:00:00,2156108964,60.59,63.71,3.13,-0.01
2021-11-01T01:00:00,2156109026,60.59,64.57,2.97,1.01
2021-11-01T01:00:00,2156109031,60.59,62.63,2.37,-0.33
2021-11-01T01:00:00,2156109888,60.59,48.63,-10.35,-1.61
2021-11-01T01:00:00,2156111802,60.59,63.69,3.17,-0.07
2021-11-01T01:00:00,2156111867,60.59,66.39,5.29,0.51
2021-11-01T02:00:00,48806,51.84,45.73,-4.4,-1.71
2021-11-01T02:00:00,49052,51.84,44.97,-5.04,-1.83
2021-11-01T02:00:00,49955,51.84,45.92,-5.71,-0.21
2021-11-01T02:00:00,50828,51.84,56.25,4.06,0.35
2021-11-01T02:00:00,659723,51.84,45.22,-5.23,-1.39
2021-11-01T02:00:00,659724,51.84,45.2,-5.23,-1.41
2021-11-01T02:00:00,1048048,51.84,47.59,-2.3,-1.95
2021-11-01T02:00:00,1048076,51.84,45.11,-5.88,-0.85
2021-11-01T02:00:00,32411433,51.84,57.19,2.49,2.86
2021-11-01T02:00:00,32411997,51.84,53.9,2.27,-0.21
2021-11-01T02:00:00,32412355,51.84,54.18,2.01,0.33
2021-11-01T02:00:00,34886621,51.84,55.93,3.17,0.92
2021-11-01T02:00:00,38367927,51.84,56.15,3.29,1.02
2021-11-01T02:00:00,38367929,51.84,56.15,3.29,1.02
2021-11-01T02:00:00,40243615,51.84,55.93,1.96,2.13
2021-11-01T02:00:00,57967471,51.84,44.94,-5.07,-1.83
2021-11-01T02:00:00,93353977,51.84,46.74,-3.55,-1.55
2021-11-01T02:00:00,98370003,51.84,54.83,1.89,1.1
2021-11-01T02:00:00,106856905,51.84,44.94,-5.01,-1.89
2021-11-01T02:00:00,1123180719,51.84,58.4,6.74,-0.18
2021-11-01T02:00:00,1305131573,51.84,54.73,2.06,0.83
2021-11-01T02:00:00,1338424127,51.84,52.87,1.66,-0.63
2021-11-01T02:00:00,1356152712,51.84,53.73,-0.13,2.02
