datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2023-07-01T00:00:00,48806,36.79,21.27,-14.34,-1.18
2023-07-01T00:00:00,49052,36.79,19.46,-15.8,-1.53
2023-07-01T00:00:00,49955,36.79,20.35,-16.62,0.18
2023-07-01T00:00:00,50828,36.79,46.54,10.41,-0.66
2023-07-01T00:00:00,659723,36.79,19.56,-16.17,-1.06
2023-07-01T00:00:00,659724,36.79,19.52,-16.17,-1.1
2023-07-01T00:00:00,1048048,36.79,22.38,-11.9,-2.51
2023-07-01T00:00:00,1048076,36.79,19.42,-16.86,-0.51
2023-07-01T00:00:00,32411433,36.79,42.49,3.72,1.98
2023-07-01T00:00:00,32411997,36.79,39.28,3.02,-0.53
2023-07-01T00:00:00,32412355,36.79,41.25,3.35,1.11
2023-07-01T00:00:00,34886621,36.79,43.06,6.42,-0.15
2023-07-01T00:00:00,38367927,36.79,43.42,6.94,-0.31
2023-07-01T00:00:00,38367929,36.79,43.42,6.94,-0.31
2023-07-01T00:00:00,40243615,36.79,44.16,2.95,4.42
2023-07-01T00:00:00,57967471,36.79,19.44,-15.85,-1.5
2023-07-01T00:00:00,93353977,36.79,23.37,-12.74,-0.68
2023-07-01T00:00:00,98370003,36.79,40.31,2.42,1.1
2023-07-01T00:00:00,106856905,36.79,19.64,-15.71,-1.44
2023-07-01T00:00:00,1123180719,36.79,41.33,3.55,0.99
2023-07-01T00:00:00,1305131573,36.79,41.66,3.24,1.63
2023-07-01T00:00:00,1338424127,36.79,36.44,1.01,-1.36
2023-07-01T00:00:00,1356152712,36.79,42.65,2.95,2.91
2023-07-01T00:00:00,1356155763,36.79,37.26,0.8,-0.33
2023-07-01T00:00:00,1439644392,36.79,39.0,3.03,-0.82
2023-07-01T00:00:00,1666104437,36.79,42.88,3.27,2.82
2023-07-01T00:00:00,1666104441,36.79,41.94,3.11,2.04
2023-07-01T00:00:00,2155501828,36.79,22.07,-12.07,-2.65
2023-07-01T00:00:00,2156108964,36.79,39.3,2.43,0.08
2023-07-01T00:00:00,2156109026,36.79,39.04,2.06,0.19
2023-07-01T00:00:00,2156109031,36.79,36.25,0.93,-1.47
2023-07-01T00:00:00,2156109888,36.79,20.18,-15.49,-1.12
2023-07-01T00:00:00,2156111802,36.79,39.55,2.62,0.14
2023-07-01T00:00:00,2156111867,36.79,42.85,6.77,-0.71
2023-07-01T00:00:00,2156113094,36.79,45.13,8.25,0.09
2023-07-01T00:00:00,2156113295,36.79,41.04,2.31,1.94
2023-07-01T00:00:00,2156113436,36.79,21.77,-13.17,-1.85
2023-07-01T00:00:00,2156113572,36.79,22.11,-14.03,-0.65
2023-07-01T01:00:00,48806,33.22,21.41,-10.61,-1.2
2023-07-01T01:00:00,49052,33.22,19.91,-11.83,-1.48
2023-07-01T01:00:00,49955,33.22,20.48,-12.56,-0.18
2023-07-01T01:00:00,50828,33.22,40.39,7.58,-0.41
2023-07-01T01:00:00,659723,33.22,19.97,-12.16,-1.09
2023-07-01T01:00:00,659724,33.22,19.94,-12.16,-1.12
2023-07-01T01:00:00,1048048,33.22,22.33,-8.56,-2.33
2023-07-01T01:00:00,1048076,33.22,19.75,-12.76,-0.71
2023-07-01T01:00:00,32411433,33.22,38.01,2.82,1.97
2023-07-01T01:00:00,32411997,33.22,35.24,2.36,-0.34
2023-07-01T01:00:00,32412355,33.22,36.28,2.18,0.88
2023-07-01T01:00:00,34886621,33.22,38.02,4.73,0.07
2023-07-01T01:00:00,38367927,33.22,38.19,5.11,-0.14
2023-07-01T01:00:00,38367929,33.22,38.19,5.11,-0.14
2023-07-01T01:00:00,40243615,33.22,39.14,2.04,3.88
2023-07-01T01:00:00,57967471,33.22,19.88,-11.88,-1.46
2023-07-01T01:00:00,93353977,33.22,23.11,-9.32,-0.79
2023-07-01T01:00:00,98370003,33.22,36.04,1.79,1.03
2023-07-01T01:00:00,106856905,33.22,20.02,-11.78,-1.42
2023-07-01T01:00:00,1123180719,33.22,36.52,2.45,0.85
2023-07-01T01:00:00,1305131573,33.22,36.81,2.22,1.37
2023-07-01T01:00:00,1338424127,33.22,32.82,0.9,-1.3
2023-07-01T01:00:00,1356152712,33.22,37.67,1.98,2.47
2023-07-01T01:00:00,1356155763,33.22,33.56,0.71,-0.37
2023-07-01T01:00:00,1439644392,33.22,35.02,2.36,-0.56
2023-07-01T01:00:00,1666104437,33.22,38.02,2.35,2.45
2023-07-01T01:00:00,1666104441,33.22,37.27,2.28,1.77
2023-07-01T01:00:00,2155501828,33.22,22.08,-8.69,-2.45
2023-07-01T01:00:00,2156108964,33.22,35.26,1.91,0.13
2023-07-01T01:00:00,2156109026,33.22,35.03,1.61,0.2
2023-07-01T01:00:00,2156109031,33.22,32.64,0.84,-1.42
2023-07-01T01:00:00,2156109888,33.22,20.47,-11.59,-1.16
2023-07-01T01:00:00,2156111802,33.22,35.42,2.01,0.19
2023-07-01T01:00:00,2156111867,33.22,37.86,4.98,-0.34
2023-07-01T01:00:00,2156113094,33.22,39.52,6.04,0.26
2023-07-01T01:00:00,2156113295,33.22,36.7,1.75,1.73
2023-07-01T01:00:00,2156113436,33.22,22.42,-9.05,-1.75
2023-07-01T01:00:00,2156113572,33.22,22.11,-10.35,-0.76
2023-07-01T02:00:00,48806,29.69,22.69,-5.47,-1.53
2023-07-01T02:00:00,49052,29.69,22.17,-5.77,-1.75
2023-07-01T02:00:00,49955,29.69,23.1,-5.84,-0.75
2023-07-01T02:00:00,50828,29.69,33.34,4.35,-0.7
2023-07-01T02:00:00,659723,29.69,22.47,-5.79,-1.43
2023-07-01T02:00:00,659724,29.69,22.45,-5.79,-1.45
2023-07-01T02:00:00,1048048,29.69,21.26,-6.0,-2.43
2023-07-01T02:00:00,1048076,29.69,22.68,-5.87,-1.14
2023-07-01T02:00:00,32411433,29.69,33.0,1.45,1.86
2023-07-01T02:00:00,32411997,29.69,30.91,1.18,0.04
2023-07-01T02:00:00,32412355,29.69,31.85,0.99,1.17
2023-07-01T02:00:00,34886621,29.69,32.15,2.59,-0.13
2023-07-01T02:00:00,38367927,29.69,32.09,2.83,-0.43
2023-07-01T02:00:00,38367929,29.69,32.09,2.83,-0.43
2023-07-01T02:00:00,40243615,29.69,34.13,0.94,3.5
2023-07-01T02:00:00,57967471,29.69,22.19,-5.76,-1.74
2023-07-01T02:00:00,93353977,29.69,23.42,-5.09,-1.18
2023-07-01T02:00:00,98370003,29.69,31.64,0.81,1.14
2023-07-01T02:00:00,106856905,29.69,22.26,-5.71,-1.72
2023-07-01T02:00:00,1123180719,29.69,31.68,1.17,0.82
2023-07-01T02:00:00,1305131573,29.69,32.26,1.03,1.54
2023-07-01T02:00:00,1338424127,29.69,28.69,0.18,-1.18
2023-07-01T02:00:00,1356152712,29.69,33.06,0.9,2.47
