datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2024-08-01T00:00:00,48806,56.55,35.05,-22.6,1.1
2024-08-01T00:00:00,49052,56.55,34.23,-22.87,0.55
2024-08-01T00:00:00,49955,56.55,80.79,18.18,6.06
2024-08-01T00:00:00,50828,56.55,82.41,24.46,1.4
2024-08-01T00:00:00,659723,56.55,35.16,-22.88,1.49
2024-08-01T00:00:00,659724,56.55,35.12,-22.88,1.45
2024-08-01T00:00:00,1048048,56.55,29.68,-24.77,-2.1
2024-08-01T00:00:00,1048076,56.55,44.86,-14.3,2.61
2024-08-01T00:00:00,32411433,56.55,60.33,2.21,1.57
2024-08-01T00:00:00,32411997,56.55,54.87,0.38,-2.06
2024-08-01T00:00:00,32412355,56.55,55.32,-0.2,-1.03
2024-08-01T00:00:00,34886621,56.55,65.84,9.54,-0.25
2024-08-01T00:00:00,38367927,56.55,66.37,11.26,-1.44
2024-08-01T00:00:00,38367929,56.55,66.37,11.26,-1.44
2024-08-01T00:00:00,40243615,56.55,58.35,-0.54,2.34
2024-08-01T00:00:00,57967471,56.55,34.41,-22.84,0.7
2024-08-01T00:00:00,93353977,56.55,37.01,-21.06,1.52
2024-08-01T00:00:00,98370003,56.55,55.75,-0.61,-0.19
2024-08-01T00:00:00,106856905,56.55,33.97,-23.55,0.97
2024-08-01T00:00:00,1123180719,56.55,55.48,0.88,-1.95
2024-08-01T00:00:00,1305131573,56.55,56.96,-0.15,0.56
2024-08-01T00:00:00,1338424127,56.55,54.05,-1.6,-0.9
2024-08-01T00:00:00,1356152712,56.55,57.84,-0.47,1.76
2024-08-01T00:00:00,1356155763,56.55,55.77,-0.9,0.12
2024-08-01T00:00:00,1439644392,56.55,54.57,0.4,-2.38
2024-08-01T00:00:00,1666104437,56.55,58.15,-0.41,2.01
2024-08-01T00:00:00,1666104441,56.55,56.89,-0.6,0.94
2024-08-01T00:00:00,2155501828,56.55,29.29,-24.82,-2.44
2024-08-01T00:00:00,2156108964,56.55,54.88,-0.49,-1.18
2024-08-01T00:00:00,2156109026,56.55,57.65,1.18,-0.08
