datetime_beginning_utc,pnode_id,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da
2022-12-01T00:00:00,48806,63.16,53.36,-7.4,-2.4
2022-12-01T00:00:00,49052,63.16,52.62,-7.84,-2.7
2022-12-01T00:00:00,49955,63.16,55.35,-8.25,0.44
2022-12-01T00:00:00,50828,63.16,73.89,10.99,-0.26
2022-12-01T00:00:00,659723,63.16,53.38,-7.88,-1.9
2022-12-01T00:00:00,659724,63.16,53.33,-7.88,-1.95
2022-12-01T00:00:00,1048048,63.16,52.76,-6.74,-3.66
2022-12-01T00:00:00,1048076,63.16,54.5,-8.25,-0.41
2022-12-01T00:00:00,32411433,63.16,69.73,1.55,5.02
2022-12-01T00:00:00,32411997,63.16,64.59,1.15,0.28
2022-12-01T00:00:00,32412355,63.16,116.59,53.66,-0.23
2022-12-01T00:00:00,34886621,63.16,70.59,3.86,3.57
2022-12-01T00:00:00,38367927,63.16,70.94,4.19,3.59
2022-12-01T00:00:00,38367929,63.16,70.94,4.19,3.59
2022-12-01T00:00:00,40243615,63.16,69.73,2.76,3.81
2022-12-01T00:00:00,57967471,63.16,52.62,-7.85,-2.69
2022-12-01T00:00:00,93353977,63.16,55.7,-5.32,-2.14
2022-12-01T00:00:00,98370003,63.16,64.93,1.06,0.71
2022-12-01T00:00:00,106856905,63.16,52.72,-7.86,-2.58
2022-12-01T00:00:00,1123180719,63.16,64.55,0.78,0.61
2022-12-01T00:00:00,1305131573,63.16,68.87,3.46,2.25
2022-12-01T00:00:00,1338424127,63.16,59.54,-0.34,-3.28
2022-12-01T00:00:00,1356152712,63.16,60.86,-3.34,1.04
2022-12-01T00:00:00,1356155763,63.16,60.75,-0.27,-2.14
2022-12-01T00:00:00,1439644392,63.16,64.24,1.15,-0.07
2022-12-01T00:00:00,1666104437,63.16,61.83,-2.3,0.97
2022-12-01T00:00:00,1666104441,63.16,65.04,1.13,0.75
2022-12-01T00:00:00,2155501828,63.16,52.45,-6.75,-3.96
2022-12-01T00:00:00,2156108964,63.16,64.73,0.79,0.78
2022-12-01T00:00:00,2156109026,63.16,62.87,-0.25,-0.04
2022-12-01T00:00:00,2156109031,63.16,60.13,-0.35,-2.68
2022-12-01T00:00:00,2156109888,63.16,52.29,-8.42,-2.45
2022-12-01T00:00:00,2156111802,63.16,64.28,1.09,0.03
2022-12-01T00:00:00,2156111867,63.16,71.28,4.4,3.72
2022-12-01T00:00:00,2156113094,63.16,73.89,8.45,2.28
2022-12-01T00:00:00,2156113295,63.16,65.47,1.04,1.27
2022-12-01T00:00:00,2156113436,63.16,52.39,-7.7,-3.07
2022-12-01T01:00:00,48806,62.0,50.86,-10.83,-0.31
2022-12-01T01:00:00,49052,62.0,49.85,-11.36,-0.79
2022-12-01T01:00:00,49955,62.0,52.99,-11.94,2.93
2022-12-01T01:00:00,50828,62.0,77.43,14.67,0.76
2022-12-01T01:00:00,659723,62.0,50.65,-11.41,0.06
2022-12-01T01:00:00,659724,62.0,50.58,-11.41,-0.01
2022-12-01T01:00:00,1048048,62.0,50.38,-9.75,-1.87
2022-12-01T01:00:00,1048076,62.0,51.91,-11.94,1.85
2022-12-01T01:00:00,32411433,62.0,68.26,2.38,3.88
2022-12-01T01:00:00,32411997,62.0,63.01,1.75,-0.74
2022-12-01T01:00:00,32412355,62.0,121.33,61.88,-2.55
2022-12-01T01:00:00,34886621,62.0,70.21,5.46,2.75
2022-12-01T01:00:00,38367927,62.0,71.26,5.99,3.27
2022-12-01T01:00:00,38367929,62.0,71.26,5.99,3.27
2022-12-01T01:00:00,40243615,62.0,66.93,2.68,2.25
2022-12-01T01:00:00,57967471,62.0,49.88,-11.36,-0.76
2022-12-01T01:00:00,93353977,62.0,52.11,-10.11,0.22
2022-12-01T01:00:00,98370003,62.0,62.77,0.91,-0.14
2022-12-01T01:00:00,106856905,62.0,50.01,-11.39,-0.6
