time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,11.8,80,8.4,10.0,0.0,0.0,0.0,1021.7,0,9.8,262,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,11.6,84,8.9,9.9,0.0,0.0,0.0,1021.8,0,9.7,274,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,11.3,84,8.8,9.6,0.0,0.0,0.0,1021.9,0,10.0,285,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,10.8,86,8.6,9.1,0.0,0.0,0.0,1021.8,0,9.5,299,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,10.5,87,8.4,8.7,0.0,0.0,0.0,1022.0,0,9.8,306,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,10.0,89,8.2,8.2,0.0,0.0,0.0,1022.4,0,9.4,313,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,9.6,90,8.1,7.8,0.0,0.0,0.0,1022.5,0,8.7,322,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,9.2,91,7.8,7.6,0.0,0.0,0.0,1023.6,0,7.2,333,3.0,1.0,2.0,3.0
2020-11-08 08:00:00,11.4,85,8.9,10.3,0.0,0.0,0.0,1024.3,0,5.7,325,99.0,67.0,32.0,99.0
2020-11-08 09:00:00,15.0,75,10.5,15.0,0.0,0.0,0.0,1024.7,0,1.5,346,263.0,207.0,56.0,263.0
2020-11-08 10:00:00,18.4,65,11.6,18.8,0.0,0.0,0.0,1024.7,0,0.5,135,407.0,341.0,66.0,407.0
2020-11-08 11:00:00,20.7,57,12.0,21.1,0.0,0.0,0.0,1024.6,0,2.2,180,508.0,435.0,73.0,508.0
2020-11-08 12:00:00,22.3,52,11.8,22.5,0.0,0.0,0.0,1024.1,0,2.6,196,553.0,479.0,74.0,553.0
2020-11-08 13:00:00,23.0,49,11.7,22.9,0.0,0.0,0.0,1023.6,0,4.2,200,539.0,465.0,74.0,539.0
2020-11-08 14:00:00,22.9,50,11.9,22.6,0.0,0.0,0.0,1023.4,0,6.0,205,467.0,396.0,71.0,467.0
2020-11-08 15:00:00,22.0,55,12.5,21.8,0.0,0.0,0.0,1023.5,0,6.4,207,344.0,281.0,63.0,344.0
2020-11-08 16:00:00,19.6,69,13.6,19.9,0.0,0.0,0.0,1023.5,0,6.1,220,187.0,139.0,48.0,187.0
2020-11-08 17:00:00,16.3,80,12.8,16.4,0.0,0.0,0.0,1023.3,0,5.7,252,38.0,23.0,15.0,38.0
2020-11-08 18:00:00,14.6,84,11.9,14.3,0.0,0.0,0.0,1023.6,0,6.1,270,0.0,0.0,0.0,0.0
2020-11-08 19:00:00,13.8,82,10.7,13.2,0.0,0.0,0.0,1023.8,0,5.8,266,0.0,0.0,0.0,0.0
